习呆呆 恶魔	35	0.99791354
官员 祸害 百姓 三十六 计	35	0.998178
党 专制	34	0.99647635
天安门 自焚	34	0.99813926
公安 绑架 数千位 善良 民众	33	0.9982521
毛邓 江湖	33	0.9971334
达赖 集团	33	0.99808323
纪念 六四	33	0.99800366
胡耀邦 下台	33	0.99820185
日本 政 fu	32	0.997489
2016 中国共产党 世界 对话	32	0.96960515
政府 间	32	0.99186474
六四 屠杀	32	0.9982326
美国 政 fu	32	0.99766326
产品 宜 家 公司 业务部 冬季 节日 夏季 灵感	32	0.99221694
家 俱乐部 产品 宜 家 公司 业务部 冬季 节日	32	0.99369675
食品部 客厅 家居 装饰品 家用 电子 产品 小型 储物	32	0.9097392
宜 家 公司 业务部 冬季 节日 夏季 灵感 开学	32	0.99449134
官员 落马	31	0.99253744
贪官 艳史	31	0.9980496
中共 官员	30	0.992816
政府 腐败	30	0.9975351
习近平 新 时代 中国特色 社会主义 思想 指导	30	0.9982626
新 唐 电视台 新闻 资讯 生活 健康	30	0.9981896
十三 世 达赖喇嘛	30	0.9982199
反 腐败 执法 合作 网络	30	0.9946978
民进 党 当局	30	0.97030544
家 公司 业务部 冬季 节日 夏季 灵感 开学 季	30	0.99730396
毛泽东 死	30	0.9975606
coser 习呆呆 价值 千 福利 合集	29	0.99827135
邪教 法轮功	29	0.9981981
党风 廉政 建设 反 腐败 工作	29	0.98579144
评 中国 共产党	29	0.99199533
港独 分子	29	0.9972662
中共 执政	29	0.9123574
没有 共产党	29	0.96408993
西藏 独立	29	0.9974228
中共 党	29	0.9934542
女 贪官	28	0.99731004
64 事件	28	0.9979227
反党 集团	28	0.9981146
法轮功 邪教	28	0.9982414
学习 习近平 总书记	28	0.9946964
研究 全面 从严 治 党 重大 问题	28	0.9839766
公安 迫 q 害 死 209位 善良 民众	28	0.998228
教育 部	27	0.9421015
打倒 共产党	27	0.99530315
政府 孤儿	27	0.9954587
谈 六四	27	0.9981704
六四 天安门	27	0.9982382
刁 总	27	0.9964001
中共 高官	27	0.93485945
习呆呆 粉红 护士	27	0.99823135
外交部 发言人 华春莹	27	0.9911395
习 核心	27	0.9976572
公安 歪曲 法律	27	0.9981055
公安 迫 h 害 死 209位 善良 民众	26	0.99820065
公安 迫 x 害 死 209位 善良 民众	26	0.9982122
习近平 新 时代 中国特色 社会主义 思想 党 十九大 精神	26	0.99824286
法轮 大法 明慧 网	26	0.9982948
公安 迫 c 害 死 209位 善良 民众	26	0.99821174
骂 共产党	26	0.99483865
谴责 公安 迫	26	0.9979388
欺压 百姓	26	0.9955557
习呆呆 天使	26	0.99804485
政府 没有	26	0.9913196
警 匪 一家	26	0.9973725
法轮 佛法	26	0.99805164
河蟹 社会	25	0.99791175
贪官 外逃	25	0.9975157
薄熙来 案	25	0.99795794
反 台独	25	0.997666
习近平 总书记 系列 重要 讲话 精神	25	0.98523164
公安 迫 g 害 死 209位 善良 民众	25	0.9982126
新 唐 电视台 新闻 资讯 大陆 社会	25	0.99824154
反 习	25	0.9961068
学习 贯彻 习近平 新 时代 中国特色 社会主义 思想 党	25	0.9982626
中共 贪官	25	0.9980015
自焚 事件	25	0.9982327
习呆呆 pol	25	0.9981877
镇压 法轮功	25	0.998248
习近平 总书记 重要 讲话 精神	25	0.94688267
习近平 夫妇	24	0.9972138
禁 闻	24	0.9969584
公安 迫 i 害 死 209位 善良 民众	24	0.9982102
江 贼	24	0.99695826
羽 大大	24	0.9759454
贯彻 习近平 新 时代 中国特色 社会主义 思想 党 十九大	24	0.9982672
中国 政 fu	24	0.9974602
六四 真相	24	0.99825627
党 独裁	24	0.99683654
明慧 网	24	0.9977276
公安 迫 o 害 死 209位 善良 民众	23	0.9982256
习呆呆 性感 套 图 视频 合集	23	0.99831665
转变 政府 职能	23	0.94154865
公安 迫 j 害 死 209位 善良 民众	23	0.9982243
胡锦涛 裸 退	23	0.99820185
公安 迫 z 害 死 209位 善良 民众	23	0.99822754
推翻 共产党	23	0.9971814
警 匪 一家 亲	23	0.9970794
近 平	23	0.99298817
习呆呆 粉红	23	0.9981831
公安 迫 r 害 死 209位 善良 民众	23	0.99820113
贪 腐 官员	23	0.9980202
中共 独裁	23	0.9979716
法轮功 法轮功 法轮功 法轮功 法轮功 法轮功 法轮功 法轮功 法轮功	23	0.9982836
习呆呆 女警	23	0.99808025
支持 台独	23	0.9977431
前 发布 0 赞同 江 信江 疑	23	0.9983045
习李 体制	22	0.99790937
1989年 6月 4日	22	0.99709606
官 匪 一家	22	0.99742955
政府 不能	22	0.9964916
新 唐 电视台 新闻 资讯	22	0.9981457
中共 权贵	22	0.9977316
公安 迫 p 害 死 209位 善良 民众	22	0.9982139
打倒 刘少奇	22	0.9977082
党 领导 弱化	22	0.9937643
格式 工厂 习呆呆 兔 女郎	22	0.9982584
达赖喇嘛 西藏	22	0.99823296
毛泽东 晚年	22	0.99752957
新 反贪 总局	22	0.98428094
光 腚 总局	22	0.99719006
转 法轮 法 解	22	0.9982114
退 转 法轮	22	0.9981908
公安 迫 w 害 死 209位 善良 民众	22	0.9982065
承认 中共	22	0.9871509
警察 残	22	0.9934273
国民党 政府	22	0.9925599
提醒 公安人员	22	0.9823142
国共 两 党	22	0.9885156
传 习近平	22	0.9976178
公安 无视 宪法 法律 尊严	21	0.9980495
第十四 世 达赖喇嘛	21	0.998268
六四 难 属	21	0.9981963
反共 反	21	0.9974922
习呆呆 穹 妹 体操 服	21	0.9981719
贪官 情妇 照片	21	0.99822885
反 g	21	0.9971796
反对 共产党	21	0.9961947
政府 社会	21	0.9187568
练 法轮功	21	0.9980159
习呆呆 套 图	21	0.9982198
天安门 屠杀	21	0.9980738
正 习近平 总书记	21	0.97084594
公安 迫 k 害 死 209位 善良 民众	21	0.998223
法 沦 功	21	0.9974203
公安 迫 v 害 死 209位 善良 民众	21	0.998221
档 中央	20	0.99454874
达赖喇嘛 尊	20	0.9981012
公安 迫 s 害 死 209位 善良 民众	20	0.99819946
否定 毛泽东	20	0.99651825
中共 内部	20	0.9980496
政 f	20	0.9938351
贪官 腐败	20	0.99776065
全面 从严 治 党 不力	20	0.9925248
世 达赖喇嘛 仓央嘉 措	20	0.99823606
江 系 信号 明确	20	0.9982716
曝光 中共	20	0.99776435
一个 贪官	20	0.99751306
公安 迫 f 害 死 209位 善良 民众	20	0.9982352
深入 学习 贯彻 习近平 总书记 系列 重要 讲话 精神	20	0.99639076
中共 体制	20	0.99574846
政府 采购 严重 违法 失信 行为 信息 记录	20	0.9975299
中共 垮台	19	0.99805176
公安部 部长 郭声琨	19	0.9638246
流亡 政府	19	0.99748695
中共 迫害	19	0.99804735
江 蛤	19	0.996476
习 思想	19	0.9836284
习近平 人民 大会堂	19	0.9815677
中国 共产党 问 责 条例	19	0.9913018
贪官 太	19	0.9978872
落马 省部级 官员	19	0.98702824
贪官 小包	19	0.9975158
刘晓波 文选	19	0.9973609
贪官 淫乱	19	0.997993
轮子 功	19	0.9975388
共产党 独裁	19	0.9977527
六四 镇压	19	0.9982571
公安 迫 d 害 死 209位 善良 民众	19	0.99821544
法轮功 问题	19	0.99826753
中共 前	19	0.98837227
江泽民 集团	19	0.99824095
共产党 统治	19	0.99729735
公安 迫 b 害 死 209位 善良 民众	18	0.9982041
毛泽东 错误	18	0.9980221
习近平 反腐	18	0.99777323
骂 政府	18	0.99569064
总理 夫妇	18	0.9913271
政府 太	18	0.9932318
反共 高潮	18	0.9978017
文化 大革命	18	0.9977342
习呆呆 死 库 水	18	0.9981402
89 学潮	18	0.99785775
公安 迫 y 害 死 209位 善良 民众	18	0.998201
中共 洗脑	18	0.99791807
公安 迫 a 害 死 209位 善良 民众	18	0.99818534
官员 贪 腐	18	0.9980057
中共 党内	18	0.99800915
法轮功 真相	18	0.9982855
公安 迫 m 害 死 209位 善良 民众	18	0.99818903
达赖喇嘛 出走 始末	17	0.9983011
落马 贪官	17	0.99719656
退出 中共	17	0.99603015
认真 学习 贯彻 习近平 总书记	17	0.9963813
1956年 4月 22 达赖喇嘛	17	0.9981831
毛泽东 一生	17	0.99725986
政府 无能	17	0.99768686
习近平 中国	17	0.94428873
公安 迫 l 害 死 209位 善良 民众	17	0.99819773
政府 出面	17	0.9882934
习近平 党	17	0.99216217
台独 艺人	17	0.99781007
中国 共产党 廉洁自律 准则	17	0.9203646
深入 学习 贯彻 习近平 总书记	17	0.9968811
法轮功 练习	17	0.9981901
藏独 分子	17	0.9979327
城管 暴力 执法	17	0.99812156
国务院 总理 李克强 时间	17	0.99663675
中共 喉舌	17	0.9967282
真 善 忍	17	0.9976584
习近平 总书记 文艺 工作 座谈会	17	0.96980435
刘少奇 死	16	0.9977622
反对 中共	16	0.99735034
学习 贯彻 党 十八届 六中全会 精神	16	0.9916387
要求 政府	16	0.9394161
利益 驱使 公安人员 泯灭 良知	16	0.9981818
学习 习近平	16	0.9976458
无能 政府	16	0.9976234
伦 官员 荒淫	16	0.9978073
中共 崩溃	16	0.99777716
活 摘 法轮功 学员 器官	16	0.99830127
腐败 政府	16	0.9976826
江 贼 民	16	0.9974394
公安 迫 e 害 死 209位 善良 民众	16	0.99820065
毛岸英 死	16	0.99710995
法 x 功	16	0.99754226
李克强 缅甸	16	0.9968951
六四 日记	16	0.9982445
中共 活 摘 器官	16	0.9982597
天安门 母亲	16	0.9903723
习呆呆 合集	15	0.9982339
文革 毛泽东	15	0.9980388
共产党 暴政	15	0.9978356
邪恶 共产党	15	0.99569255
外交部 回应	15	0.9912765
外交部 发言人	15	0.9822573
修炼 法轮功	15	0.9981201
贯彻 落实 习近平 总书记	15	0.98946476
李克强 联大	15	0.9847245
结束 一党专政	15	0.9980545
学习 贯彻 习近平 总书记 重要	15	0.99750096
六四 死难者	15	0.99825555
港独 父	15	0.9970782
侮辱 毛岸英 烈士	15	0.99660885
政府 没	15	0.99629766
女人 内幕 中国 十 贪官 情妇	15	0.9983011
巴拿马 文件	15	0.9912435
纪元 2018年 05月	15	0.9964928
官员 贪污	15	0.99800247
1989年 六四	15	0.99816704
新 唐 电视台 视频 节目	15	0.99785346
前 中共	15	0.9777049
新 唐 电视台 新闻 资讯 评论	15	0.99820817
异议 人士	15	0.9960217
共产党 一党专政	15	0.9980965
薄 周 政变	15	0.99777216
反对 台独	15	0.99732107
毛泽东 中国	15	0.981926
评 中国共产党	15	0.99199533
收起 回复 0 取消 发表 江 信江 疑	15	0.9982797
中共 腐败	15	0.9979297
共产党 流氓	15	0.99698526
六四 屠城	15	0.9982303
无产阶级 文化大革命	15	0.99799925
共产党 执政	15	0.99107176
江 信江 疑 3周 前	15	0.99831414
贪污 案	15	0.99564004
世 达赖喇嘛 传	14	0.9982685
共产党 万岁	14	0.9970035
电 外交部 发言人	14	0.9948525
产 政权	14	0.98092747
涉嫌 受贿 一案	14	0.92761326
国防部 新闻	14	0.90557575
世界 法轮 大法	14	0.998209
达赖喇嘛 私人 代表	14	0.9982469
台独 工作者	14	0.99804026
想 报复 社会	14	0.9981852
中共 党史	14	0.99801373
一百多位 中共政府 回答 中国 人口 太 吃饭 嘴 太	14	0.99819094
毛 沢 东	14	0.9630647
郭文贵 爆料	14	0.9981073
中共 亡	14	0.99698395
毛泽东 周恩来	14	0.9643579
习近平 11月	14	0.9922654
反 政府	14	0.9867704
反党 反	14	0.9980008
倒 习	14	0.9946556
江 信江 疑 2周 前	14	0.99831355
支持 共产党	14	0.9763924
法轮功 修炼	14	0.9981457
世界 一百多位 中共政府 回答 中国 人口 太 吃饭 嘴	14	0.99820554
评 社	14	0.98318994
北京 法轮 大法 辅导员 会议	14	0.9983165
金 家 王朝	14	0.9932024
贪 腐 案	14	0.9869695
习呆呆 最新	14	0.99819857
十四 世 达赖	14	0.9974306
中共 官方	14	0.9945748
徐才厚 流毒 影响	14	0.99730384
排名 世界 一百多位 中共政府 回答 中国 人口 太 吃饭	14	0.99815995
中国 文革	14	0.99745387
大法 弟子 必须	14	0.9978721
习近平 斐济	14	0.922826
徐才厚 案	13	0.9907308
六四 问题	13	0.99825114
世界 第二 经济体 人均收入 排名 世界 一百多位 中共政府 回答	13	0.99777573
江 蛤蟆	13	0.9964809
周恩来 死	13	0.99751055
习呆呆 视频	13	0.9982114
炼 法轮功	13	0.9980063
一道 谴责 公安 暴行	13	0.99816895
中央 反 腐败	13	0.9876793
功 法轮功 法轮功 功 法轮功 法轮功	13	0.9982937
公 捕 公判	13	0.9946784
拥护 共产党	13	0.99344337
学 运 领袖	13	0.9969416
八九 民运 史	13	0.9982284
公安 视 法律 儿戏	13	0.99784255
江泽民 儿子	13	0.9964265
政府 懒 政	13	0.99749064
基层 官员	13	0.9403395
第二 经济体 人均收入 排名 世界 一百多位 中共政府 回答 中国	13	0.9715902
暴力 事件	13	0.99223644
法轮功 创始人	13	0.9981987
六四 天安门 事件 全 过程	13	0.9983217
习近平 同志 核心 党中央 保持 高度 一致	13	0.99729544
习 当局	13	0.99746084
八九 学 运	13	0.9980709
习近平 上台 之后	13	0.9981317
明确 习近平 总书记 核心 地位	13	0.99667346
官员 财产	13	0.9877773
贯彻 落实 党 十八届	13	0.9908125
温家宝 家族	13	0.9959133
败 执法	13	0.997489
亿元 贪官	13	0.99795085
中共 太子 党 最新 名单	13	0.9982173
毛爷爷 撬 开 57 e	13	0.97519094
中共中央 全面 推进 依法 治国 若干 重大 问题 决定	13	0.94178784
习近平 习近平 习近平 习近平 习近平 习近平 习近平 习近平 习近平	13	0.9967258
习呆呆 1月 最新	13	0.998252
反 腐败 执法 机构	13	0.997248
纪元 时报	13	0.99703133
成为 世界 第二 经济体 人均收入 排名 世界 一百多位 中共政府	13	0.995227
共产党 世界	13	0.9971679
政府 职能 转变	13	0.9782835
中共 暴政	13	0.99804175
习近平 美国	13	0.9951729
经济体 人均收入 排名 世界 一百多位 中共政府 回答 中国 人口	13	0.9968508
中国 外逃 贪官	13	0.9980798
会见 达赖喇嘛	12	0.9981166
光 腚 局	12	0.9959363
政府 行为	12	0.9412081
外交部 网站	12	0.99757844
全面 从严 治 党 提供	12	0.9823507
中共 流氓	12	0.99735045
蔡 英文 当局	12	0.91023743
假 民主 真 独裁	12	0.99606436
邓小平 家族	12	0.99722385
党 国家 工作	12	0.904641
死 毛泽东	12	0.9973967
李克强 最后	12	0.9965731
供 铲	12	0.9974377
官 巨 贪	12	0.99689484
苏荣 法轮功 学员 告 法庭 扣 赞比亚	12	0.9983057
地方 政府 债务	12	0.99518317
李洪志 先生	12	0.9947114
揭 中共	12	0.9976053
法轮 大法 义 解	12	0.9982449
共产党 没有	12	0.9945332
质疑 中国 gdp 已经 超过 日本 成为 世界 第二	12	0.91292465
毛泽东 打倒	12	0.99781054
六四 学生	12	0.9982322
李克强 社 部 关心 大学生 农民工 就业 问题	12	0.998278
贪官 死	12	0.9979855
六四 军人	12	0.9982041
深化 公安	12	0.9546489
需要 政府	12	0.9379599
习近平 9日	12	0.9848257
中共 邪恶	12	0.9978504
贪官 儿子	12	0.9964134
铲 党	12	0.9286305
目前 公安 随意 歪曲 法律	12	0.99824727
法轮功 分子	12	0.99815494
李鹏 六四 日记	12	0.9982761
新 唐 电视 讨论 会上 讲法	12	0.9980014
警察 歪曲 法律	12	0.9976373
人均收入 排名 世界 一百多位 中共政府 回答 中国 人口 太	12	0.9980432
中共 专制	12	0.99797183
一个 反党	12	0.99807835
中共 最高层	12	0.9943739
王立 军事 件	12	0.9976767
法轮功 案件	12	0.9982821
评 江泽民 中共 相互 利用 迫害 法轮功	12	0.99832374
江泽民 曾庆红	12	0.9971693
胡锦涛 习近平	12	0.9970584
台湾 当局 领导人	12	0.99456596
器官 捐献	12	0.99186337
中共 渗透	12	0.99749905
贪污 贿赂 犯罪 案件	12	0.9977621
曝 中共	12	0.9979159
中国 贪官 情妇	12	0.9981623
领导 干部 干预 司法 活动	12	0.99131256
中共 统治	12	0.99664485
毛泽东 发动	12	0.99590236
贯彻 习近平 总书记 系列 重要 讲话 精神	12	0.9927517
公诉 机关 指控	12	0.91908467
天安门 六四 事件	12	0.99829966
真实 江泽民	12	0.9982357
文革 期间	12	0.9212177
江泽民 死	12	0.99814117
王岐山 指出	12	0.9971782
经济体 反 腐败 执法	12	0.9977616
独裁 政权	12	0.98945683
党 治 党 失 宽	12	0.9928571
中共 控制	12	0.9977182
习 包子 习 包子	12	0.9958068
法轮功 信仰	12	0.9982273
共产党 坏	12	0.9974934
公安 迫 t 害 死 209位 善良 民众	12	0.998173
共党 分子	12	0.9976553
习近平 总书记 一系列	11	0.99774617
侵 事件 最新进展 邓超 希望 老婆 留 长发 网友	11	0.9966575
共产党 反 宇宙 力量	11	0.9981516
新 唐 电视台 新闻 资讯 生活	11	0.9982292
法轮功 精神 战	11	0.9982436
台 海 局势	11	0.9924275
江泽民 胡锦涛	11	0.99602616
事件 最新进展 邓超 希望 老婆 留 长发 网友 调侃	11	0.99511045
重罪 刘强东 性 侵 事件 最新进展 邓超 希望 老婆	11	0.9970848
要求 中共	11	0.98729604
习近平 总书记 巡视 工作	11	0.99177504
中国共产党 世界 对话	11	0.9106824
紧密 团结 习近平 同志 核心 党中央 周围	11	0.99806875
自由党 政府	11	0.9935109
贪官 贪	11	0.99752647
习近平 王岐山	11	0.9883873
外交部 部长	11	0.9124737
挑战 习近平	11	0.99767977
习近平 总书记 四川 工作 系列 重要 指示	11	0.9941062
江 派 马	11	0.9976909
示威 人士	11	0.9862011
全网 最新 习呆呆	11	0.9982316
爆 中共	11	0.9963819
江泽民 亲信	11	0.99815935
法轮功 学	11	0.998185
贪官 日记	11	0.9981294
巡视 文化部	11	0.9650163
习呆呆 福利	11	0.99817836
习近平 北京人民大会堂	11	0.97664034
性 侵 事件 最新进展 邓超 希望 老婆 留 长发	11	0.9976845
江泽民 家族	11	0.9979849
政府 出	11	0.9033091
世 达赖	11	0.9972445
习呆呆 日常	11	0.99819
刘强东 性 侵 事件 最新进展 邓超 希望 老婆 留	11	0.99792093
中央 达赖喇嘛	11	0.99818593
忘 六四	11	0.99797195
学习 贯彻 习近平 总书记 系列 重要 讲话 精神	11	0.99690753
彻底 肃清 郭伯雄	11	0.9793689
南京大屠杀 死难者 国家 公祭	11	0.99788
转 法轮 封面	11	0.99823254
正 习近平 总书记 指出	11	0.9958162
习近平 思想	11	0.96091795
凌晨 逝世 朱旭 个人 资料 央视 中秋 晚会 封杀	11	0.99264914
下午 2点 法轮功 学员 现	11	0.9983247
强奸 重罪 刘强东 性 侵 事件 最新进展 邓超 希望	11	0.9981279
明慧 网 十周年 法 会上 讲 法	11	0.9981893
习主席 系列	11	0.99597734
法轮功 邪教 组织	11	0.99827325
赵紫阳 六四	11	0.99819666
1989 天安	11	0.9891284
公安 敢于 视 法律 儿戏	11	0.99800926
台 海 和平	11	0.96895784
反映 领导 干部 问题 线索	11	0.99644285
涉 一级 强奸 重罪 刘强东 性 侵 事件 最新进展	11	0.99770266
媒 曝 刘强东 涉 一级 强奸 重罪 刘强东 性	11	0.90326196
习近平 二十 国 集团	11	0.996021
吉首 政府 血腥 镇压 反 陷 瘫痪	11	0.99813384
贪官 一览表	11	0.9981346
公安 工作	11	0.99688333
揭秘 中共	11	0.99768746
一级 强奸 重罪 刘强东 性 侵 事件 最新进展 邓超	11	0.99817514
江泽民 出卖	11	0.9981719
反 贪污 贿赂 总局	11	0.99740523
曝 刘强东 涉 一级 强奸 重罪 刘强东 性 侵	11	0.9798043
纪录片 天安门	11	0.99700314
政府 怕	11	0.99664164
共产党 历史	11	0.98418856
活 体 摘取 法轮功 学员 器官	11	0.9983145
涉 周永康 案	11	0.9977507
2006年 4月 20日 下午 2点 法轮功	11	0.998295
周永康 政变	11	0.99802953
中国 银监会	11	0.900279
深入 贯彻 习近平 总书记	11	0.99466586
世 达赖 仓央嘉 措	11	0.997855
批评 中共	11	0.9965043
高官 会议	11	0.98018736
纪元 会议 讲 法	11	0.99809235
没有 共产党 没有	11	0.99533314
反 毛泽东	11	0.99747556
历史 真 貌 ─ 中共 暴政 统治 时期	11	0.99830556
出 贪官	11	0.99779487
中国 20位 贪官 情妇	11	0.99824274
毛爷爷 份	11	0.9938444
国务院 总理 李克强 11月	11	0.99512035
薄熙来 事件	11	0.9981883
非法 集会	11	0.9968076
政府 强制	11	0.99763227
贯彻 党 十八 十八届	11	0.9743224
诋毁 毛泽东	11	0.99632555
维护 习近平	11	0.99646544
中国 共产党 邪教	11	0.99706656
党 十 八大 收敛	11	0.986865
习近平 谈	11	0.9922133
刘强东 涉 一级 强奸 重罪 刘强东 性 侵 事件	11	0.98591495
64 运动	11	0.997454
禁止 梁国雄 携带 六四 物品	11	0.99830306
政府 真的	11	0.9955623
台湾 独立	11	0.9979241
毛泽东 搞	11	0.9959221
中央 防范 处理 邪教 问题 领导小组 办公室	11	0.93309635
政府 乱	11	0.9975762
共党 思想	10	0.9974138
习 李	10	0.9853243
台湾 台独	10	0.9980725
纪元 2018年 05月 15日 讯	10	0.99730325
法理 台独	10	0.997809
谈 不能 六四 平反 原因	10	0.99830997
贯彻 习近平 总书记 重要 讲话	10	0.9963386
习近平 主席 g 20	10	0.9252752
从事 反 华	10	0.9961212
六四 悲剧	10	0.9981951
毛泽东 整人 惧怕 历史	10	0.9982607
追查 迫害 法轮功 国际 组织	10	0.99833494
毛泽东 罪恶	10	0.99809414
邓小平 六四	10	0.998252
中国 gcd	10	0.998125
贪官 背后	10	0.9979729
领导 干部 涉嫌 违纪 违法	10	0.90080386
深入 推进 党风 廉政 建设 反 腐败 斗争	10	0.99407816
贪官 贪污	10	0.99805105
中共 迫害 法轮功	10	0.99829453
李洪志 公然 歧视 残 障 人士	10	0.9982911
中国 六四	10	0.99818724
中共 反腐 运动	10	0.99796873
习近平 全面	10	0.99743074
执法 公正 法律 灵魂	10	0.9961339
中国 十 贪官 情妇	10	0.9982084
脑袋 充满 封建 独裁	10	0.994097
法轮功 学员 器官	10	0.99828523
1989 天安门	10	0.9970968
没有 政府	10	0.9922233
天安门 事件 大事记	10	0.9982639
独裁 政府	10	0.9971539
个个 党 国 不知 民主 国家	10	0.93358254
怪 政府	10	0.9939107
政府 权力	10	0.9789261
倒台 中纪委 秒杀 副手 震 江 系 信号 明确	10	0.99833065
习近平 g	10	0.9963121
成绩 迎接 党 十九大	10	0.9958774
反党 反 社会主义	10	0.99814665
出生 共党 专政 环境 个个 党 国	10	0.9982944
法轮 大法 真	10	0.99822766
党 治 党 宽 松软 问题	10	0.97778726
习近平 总书记 重要 指示	10	0.9890444
达赖喇嘛 提出	10	0.9982267
高干 谈 不能 六四 平反	10	0.9982797
环保部 华北	10	0.9119004
fa 轮	10	0.9977597
台独 言论	10	0.9980835
轮子 邪 教徒	10	0.9832788
贯彻 党 十九大 精神	10	0.9913264
干部 违规	10	0.9887862
共产党 洗脑	10	0.9980254
公安 迫 u 害 死 209位 善良 民众	10	0.99821883
贪官 抓	10	0.9979366
共产党 宣言	10	0.98173416
中国 电影 报道 控诉 吴谨言 团队 网友	10	0.97384137
中国 共产党 杀人 历史	10	0.9980659
政府 搞	10	0.9910523
共产党 亡	10	0.9959422
达赖喇嘛 政治	10	0.99824834
法轮功 华盛顿	10	0.9981976
萌 妹子 习呆呆 作品 合集	10	0.9982673
惊 中共 活 体 摘取 法轮功	10	0.99831057
揭露 中共	10	0.99758494
中共 不敢	10	0.9975986
反 华 分裂	10	0.99697316
习近平 逼	10	0.9977755
学习 习近平 新 时代 中国特色	10	0.9982553
六四 前	10	0.99817216
中国 贪	10	0.9878056
污蔑 毛泽东	10	0.9974497
发动 文革	10	0.9977563
倒 序 江 信江 疑	10	0.9982834
现在 贪官	10	0.9968375
深入 学习 贯彻 习近平	10	0.9975921
六四 抗命	10	0.9981286
中共 活 体 摘取 法轮功 学员	10	0.9983175
推 特 网民	10	0.9953572
赖清德 台独	10	0.9980773
苏荣 倒台 中纪委 秒杀 副手 震 江 系 信号	10	0.99832314
团结 习近平 同志 总书记 党中央 周围	10	0.990004
反对 毛泽东	10	0.99714005
学法 轮 功	10	0.9981187
摘取 器官	10	0.9979249
渎职 侵权 检察厅	10	0.9947449
总 几张 毛爷爷	10	0.98597974
周恩来 时期 乱 刚 开	10	0.9982079
中共 极权	10	0.99790645
江氏 集团 总裁	10	0.9981091
示威 游行	10	0.9978326
事件 20周年	10	0.99549544
十 贪官 情妇 漂亮 图	10	0.9982078
蔡英文 当局	10	0.91023743
抗议 中共	10	0.996985
器官 罪行	10	0.997512
法轮 大法 讲法	10	0.9982431
中共 禁书	10	0.99793315
没有 毛泽东	10	0.99482876
消灭 共产党	10	0.98594415
学习 习近平 总书记 系列	10	0.99803823
更加 紧密 团结 习近平 同志 核心 党中央 周围	10	0.99798524
操 你妈	1598	0.9823762
想 操	1001	0.90365565
约 炮	918	0.9881688
逼 逼	915	0.96852833
阴道 里	670	0.9995628
腾讯 视频	637	0.9337002
骚 屄	628	0.99983466
穴 口	593	0.9930084
操 死	573	0.9465695
成人 电影	528	0.9995764
小穴 里	496	0.9991775
情色 电影	469	0.99847335
操 逼	451	0.9984825
你妈 逼	429	0.97877306
丰满 乳房	419	0.9907265
美 乳	412	0.97609556
全 裸	411	0.9674897
穴 里	407	0.9781488
乳 峰	399	0.99475646
想 那种	397	0.93391234
